url,title,part_id,brand,availability,price,symptoms,product_types,installation_difficulty,installation_time,related_parts,replacement_parts,video_url,description
https://www.partselect.com/PS11756470-Whirlpool-WPW10571738-Dishrack-Adjuster-and-Wheel-Assembly.htm?SourceCode=18,Dishrack Adjuster and Wheel Assembly WPW10571738,PS11756470,Whirlpool,In Stock,21.29,Not cleaning dishes properly,Dishwasher.,Really Easy,15 - 30 mins,N/A,W10571738,https://www.youtube.com/watch?v=BEipnBWNG20,This dishrack adjuster and wheel assembly is for dishwashers and lets you adjust the dishrack height and attaches the track wheels to the dishrack.
https://www.partselect.com/PS16217024-GE-WD12X26146-LOWER-RACK-ROLLER.htm?SourceCode=18,LOWER RACK ROLLER WD12X26146,PS16217024,GE,In Stock,12.56,N/A,Dishwasher.,Very Easy,15 - 30 mins,N/A,WD12X10435,https://www.youtube.com/watch?v=qJbNy0AvfBs,"The lower rack roller supports the smooth sliding of your dishwasher’s bottom rack. Measuring 1.5 inches in diameter and charcoal-colored, this OEM replacement part is sold individually. Replace all four rollers at once for consistent performance. Wear gloves during installation."
https://www.partselect.com/PS11750255-Whirlpool-WPW10204131-Rack-Adjuster.htm?SourceCode=18,Rack Adjuster WPW10204131,PS11750255,Whirlpool,In Stock,9.65,N/A,Dishwasher.,Really Easy,Less than 15 mins,N/A,"AP6016961,  3373365,  3380395,  3380860,  8051116,  8268848,  8268852,  W10204114,  W10204131,  WPW10204114",https://www.youtube.com/watch?v=7k9GUwZo2y8,"This OEM dishrack roller and adjuster is found in your dishwasher. They work together to support and facilitate the smooth movement of your dishrack. The dishrack rollers are small wheels located on the sides of the dishrack and allow it to slide in and out effortlessly. Meanwhile, the dishrack adjuster is used to adjust the height via the selector at the back of this component. Over time, the rollers wear out. You may experience resistance or difficulty when sliding the dishrack in or out. If left unreplaced, your rollers or adjuster may break, causing dishes to tilt, collide, or fall over during the wash cycle. When removing a roller and adjuster from your appliance, you will need to pull out the dishrack partway. Detach the assembly by depressing the tabs on the two end stops before lifting them up. Keep in mind that the roller and adjuster are sold together, but the dishrack itself is sold separately."
https://www.partselect.com/PS17219660-Frigidaire-5304535381-WHEEL-BUSHING-ASY-UPPER-BLACK.htm?SourceCode=18,"WHEEL&BUSHING ASY, UPPER,BLACK 5304535381",PS17219660,Frigidaire,In Stock,6.74,N/A,Dishwasher.,Very Easy,Less than 15 mins,N/A,"154494502,  5300809974,  5303269771,  5303286384,  5304507440,  5304523190,  5304534832",https://www.youtube.com/watch?v=d6AvOkulk_g,"The upper dishrack roller and axel kit comes with two pieces, a wheel and an axle. This kit is made for your dishwasher. Both pieces measure to be roughly one square inch each, they are made entirely of plastic, and are white in color. The purpose of these parts is to allow your dishrack to roll easily on the support rails. This kit is sold individually and contains only one wheel and one axle. Please order the required quantity for your repair. If your dishrack is having trouble rolling in and out you may need replace your rollers and axles."
https://www.partselect.com/PS11750057-Whirlpool-WPW10195417-Lower-Dishrack-Wheel-Assembly.htm?SourceCode=18,Lower Dishrack Wheel Assembly WPW10195417,PS11750057,Whirlpool,In Stock,42.36,Door won’t close | Door latch failure | Not cleaning dishes properly,Dishwasher.,Really Easy,Less than 15 mins,N/A,"AP6016764,  W10195417,  WPW10195417VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"This gray plastic lower dishrack roller is a part for your dishwasher. It attaches to the bottom of the lower dishrack, allowing it to move in and out smoothly. If the lower dishrack stops moving in and out easily or preventing you from being able to shut the dishwasher door, inspect the dishrack roller for damage. The assembly includes 2 rollers and the bracket that attaches to the dishrack (parts are not sold separately). This assembly is sold individually, so you will need 4 assemblies to replace them all in your appliance. For this easy repair, start by removing the lower dishrack from the appliance and set it on the counter. Use a screwdriver to pry off the old roller assembly from the lower tabs. Align the new part on the dishrack by snapping it in place."
https://www.partselect.com/PS16618942-GE-WD12X27747-LOWER-RACK-ROLLER-AND-STUD-ASSEMBLY.htm?SourceCode=18,LOWER RACK ROLLER AND STUD ASSEMBLY WD12X27747,PS16618942,GE,In Stock,12.56,N/A,Dishwasher.,N/A,N/A,N/A,"WD12X27746,  WD12X27748",N/A,N/A
https://www.partselect.com/PS11745459-Whirlpool-WP8268743-Dishwasher-Upper-Dish-Rack-Wheel-Mount.htm?SourceCode=18,Dishwasher Upper Dish Rack Wheel Mount WP8268743,PS11745459,Whirlpool,In Stock,25.87,Door won’t close | Noisy | Not cleaning dishes properly | Door latch failure,Dishwasher.,Really Easy,15 - 30 mins,N/A,"AP6012252,  8268743,  WP8268743VP",https://www.youtube.com/watch?v=d6AvOkulk_g,"This upper dish rack wheel mount can be used on either side of your dish rack. It is sold individually. The part includes the wheel and support, which attaches to the dish rack and allows it to slide in and out easily."
https://www.partselect.com/PS12075858-LG-4581DD3003C-ROLLER-ASSEMBLY.htm?SourceCode=18,ROLLER ASSEMBLY 4581DD3003C,PS12075858,LG,In Stock,11.59,N/A,Dishwasher.,Really Easy,Less than 15 mins,N/A,"4370FD3706C,  4581DD3003B,  4581DD9002B",https://www.youtube.com/watch?v=d6AvOkulk_g,"The dishwasher roller assembly connects to the dishrack, and is located in the lower level of the dishwasher. It allows the dishrack to easily slide in and out. If the lower rack keeps falling off the track in your dishwasher, makes noises, the door will not close, or the dishes are not getting clean, then it is best to replace it for more security. A flat blade screw driver is the only tool needed for this installation. Open the lower dishwasher rack and remove retaining tabs from both ends of the rack and slide it out. Locate the older roll assembly, remove it and replace the rollers. Remember to put the tabs on each side back before sliding it back in. Make sure the dishwasher is off before starting this installation project."
https://www.partselect.com/PS3406971-Whirlpool-W10195416-Lower-Dishrack-Wheel.htm?SourceCode=18,Lower Dishrack Wheel W10195416,PS3406971,Whirlpool,In Stock,46.00,Not cleaning dishes properly | Door won’t close | Noisy | Door latch failure,Dishwasher.,Very Easy,15 - 30 mins,N/A,"W10195416V,  W10195416VP",https://www.youtube.com/watch?v=fz1YHu782Wk,"This OEM gray Dishwasher Lower Dishrack Wheel Assembly is a plastic kit that allows the rack to slide in and out of the dishwasher easily. If it breaks or becomes damaged. sliding will feel difficult. This can happen due to normal wear and tear, and the part should be replaced if this occurs. Check your model number and user manual to make sure this part is correct. It attaches directly to the dishrack. To repair, open the dishwasher door and pull out the lower dishrack. Next, push the tab from both sides and it should pop out. To install the new wheel assembly, place it on the rack and make sure the caps overlap the wire from the inside before you clip it in place by pushing the wheel. It measures roughly 3x6 inches."
https://www.partselect.com/PS8727387-Bosch-00611475-Dishrack-Roller-Grey.htm?SourceCode=18,Dishrack Roller - Grey 00611475,PS8727387,Bosch,In Stock,9.95,N/A,Dishwasher.,Really Easy,Less than 15 mins,N/A,"AP4339780,  611475",https://www.youtube.com/watch?v=d6AvOkulk_g,"This is a replacement dishrack roller or wheel for your dishwasher. It is made of gray plastic, measures a little over an inch in diameter, and is sold individually. This roller is designed for the lower dishrack of your dishwasher. On one side of the roller is a clip that allows it to be attached to the dishrack. The dishrack roller allows you to slide the dishrack in and out of the dishwasher efficiently. If one of the rollers is broken or missing, it can cause the dishrack to become difficult to slide in and out. To replace the roller, simply snap it off the dishrack, and snap the new one into place. This is a genuine OEM part."
https://www.partselect.com/PS5136129-Whirlpool-W10542314-Dishwasher-Door-Gasket-with-Strike-Black.htm?SourceCode=18,Dishwasher Door Gasket with Strike - Black W10542314,PS5136129,Whirlpool,In Stock,72.45,Leaking | Not cleaning dishes properly | Door latch failure | Door won’t close,Dishwasher.,Really Easy,15 - 30 mins,N/A,"AP5650274,  2409202,  W10542314,  8268888,  W10284090,  W10300589,  W10350162,  W10542314VP",https://www.youtube.com/watch?v=2rxdEd2uJJc,"This dishwasher door gasket and strike kit is an essential component for maintaining a watertight seal around the dishwasher door and ensuring proper latch operation. The gasket prevents water leakage by forming a tight seal between the door and the tub, while the strike works as a mechanical actuator for the door switch and provides tension for a secure seal. Over time, wear and tear may cause tears, gaps, or cuts in the gasket, leading to leaks. This genuine OEM replacement kit is compatible with select models of Whirlpool, KitchenAid, Maytag, Jenn-Air, Amana, Inglis, and Magic Chef dishwashers. For proper installation, unplug the dishwasher or turn off the circuit breaker to ensure safety. Refer to the installation guide or video for step-by-step instructions, and wear protective gloves while replacing the gasket and strike."
https://www.partselect.com/PS11755651-Whirlpool-WPW10497235-Seal.htm?SourceCode=18,Seal WPW10497235,PS11755651,Whirlpool,In Stock,9.75,Leaking,Dishwasher.,Really Easy,30 - 60 mins,N/A,"AP6022318,  W10195543,  W10497235",https://www.youtube.com/watch?v=xJ3IgOnKoww,This part is the replacement door seal for your dishwasher. It is approximately 22 inches long and 2 inches wide. This door seal is made of gray plastic and is found at the bottom the dishwasher. The door seal is designed to seal the gap between the dishwasher tub and outer edge of the door. This helps to prevent leaks when your dishwasher is running. A leaking dishwasher is a good indication that the door seal is damaged. This seal is sold individually and is an OEM part sourced directly from the manufacturer.
https://www.partselect.com/PS11703834-Frigidaire-5304500204-Dishwasher-Door-Bottom-Seal.htm?SourceCode=18,Dishwasher Door Bottom Seal 5304500204,PS11703834,Frigidaire,In Stock,8.91,Leaking,Dishwasher.,Really Easy,30 - 60 mins,N/A,AP5962194,https://www.youtube.com/watch?v=d6AvOkulk_g,"This door seal is for dishwashers.

Door seal seals the gap between the opening to the dishwasher tub and the outer edge of the door.

After installing the door seal, shut the dishwasher door and leave the door closed for several hours to properly seat the new door seal."
https://www.partselect.com/PS12348515-Whirlpool-W11177741-Dishwasher-Door-Seal.htm?SourceCode=18,Dishwasher Door Seal W11177741,PS12348515,Whirlpool,In Stock,67.47,Leaking,Dishwasher.,Really Easy,30 - 60 mins,N/A,"AP6285721,  W10300924,  W10300924V,  W10300924VP,  W10660528",https://www.youtube.com/watch?v=CQ6N_1G2zzE,Door seal seals the gap between the opening to the dishwasher tub and the outer edge of the door.
https://www.partselect.com/PS11774412-GE-WD08X23476-Dishwasher-Tub-Gasket.htm?SourceCode=18,Dishwasher Tub Gasket WD08X23476,PS11774412,GE,In Stock,29.05,Leaking,Dishwasher.,Easy,30 - 60 mins,N/A,"AP6041569,  WD08X10088,  WD08X20674,  WD08X22094",https://www.youtube.com/watch?v=d6AvOkulk_g,"The tub gasket, also known as the door gasket runs along the perimeter of your dishwasher basin and creates a seal that prevents water from leaking out when the tub is full. If you notice water on the floor after you run your dishwasher, it may be an indication that the gasket is loose or damaged. If your door gasket is damaged, it will need to be replaced. To replace the gasket, simply pull the old gasket out of the groove it rests in, and press the new gasket into place. This part is made of black rubber and is sold individually."
https://www.partselect.com/PS11766757-Whirlpool-W10909089-Door-Seal-Lower.htm?SourceCode=18,Door Seal Lower W10909089,PS11766757,Whirlpool,In Stock,63.95,Leaking,Dishwasher.,A Bit Difficult,30 - 60 mins,N/A,"AP6034205,  W10667473",https://www.youtube.com/watch?v=d6AvOkulk_g,"This lower door seal ensures a tight seal between the bottom of your dishwasher door and the tub, preventing leaks during operation. It is compatible with various Whirlpool, KitchenAid, Maytag, Jenn-Air, Amana, Inglis, and Magic Chef dishwashers. If water is leaking from the front or bottom of your appliance, replacing this seal can resolve the issue. After installation, close the door for several hours to ensure the seal seats properly for optimal performance."
https://www.partselect.com/PS2203346-Frigidaire-154701001-Splash-Shield-Kit.htm?SourceCode=18,Splash Shield Kit 154701001,PS2203346,Frigidaire,In Stock,29.05,Leaking,Dishwasher.,Very Easy,Less than 15 mins,N/A,"AP4338941,  1465007,  154685101",https://www.youtube.com/watch?v=PLItjDPh-mI,"This splash shield kit is used in dishwashers and is attached to the lower front corners of the tub. The splash shield is used to prevent water from spraying past the door seal. If your dishwasher is leaking from the corners of the door gasket, replace this part. For this repair, the only tool needed is a flathead screwdriver. The measurements of this part are: 1.50 inches in length, 0.50 inches in width, 1.70 inches in height. It weighs 0.10 pounds. Remember to unplug your appliance from the power source as a safety precaution."
https://www.partselect.com/PS8260227-Frigidaire-154827601-Dishwasher-Tub-Gasket-Gray.htm?SourceCode=18,Dishwasher Tub Gasket - Gray 154827601,PS8260227,Frigidaire,In Stock,15.99,Leaking | Door won’t close | Not cleaning dishes properly | Door latch failure,Dishwasher.,Really Easy,15 - 30 mins,N/A,"AP5690109,  2705419,  154827601,  154211801,  154219501,  154561001,  154561002,  154782401,  154845301",https://www.youtube.com/watch?v=lFojJCHQjRU,"This grey OEM dishwasher tub gasket is a 73"" grey rubber part that creates a seal around the dishwasher to prevent any water leakage during a cycle. If it's damaged or broken, you'll start seeing water leaking out. If broken, it should be replaced. Refer to your model number and user manual to ensure this part is right for you. When making this repair, open the dishwasher door and take out the lower dish tray for better access. Pull out the old gasket, and clean the channel with a rag. Push the new gasket into place into the notch on the door, which you should see upon close inspection, using a flat-head screwdriver for assistance if necessary. We do not recommend cutting any additional length off on the tub gasket if any is present during your repair."
https://www.partselect.com/PS9495545-Frigidaire-809006501-Dishwasher-Bottom-Door-Gasket.htm?SourceCode=18,Dishwasher Bottom Door Gasket 809006501,PS9495545,Frigidaire,In Stock,36.81,Leaking | Not cleaning dishes properly | Door won’t close | Door latch failure,Dishwasher.,Easy,15 - 30 mins,N/A,"AP5809675,  154297601,  154297602,  154297603,  154576501,  154588201,  154759101",https://www.youtube.com/watch?v=7NfdyJp1zKA,"This dishwasher door gasket (Bottom Gasket, Gasket, Door Seal, Dishwasher Door Lower Seal) helps prevent water from leaking out of the bottom edge of your dishwasher door by creating a watertight seal. This part is attached to the bottom of your dishwasher inner door panel. It is frequently exposed to water and detergent during its lifetime. The water and chemicals can eventually wear down the gasket and compromise the integrity of the seal. If the gasket is malfunctioning, the integrity of the door seal will be effected. You will notice leaking through the bottom of your dishwasher door. If your dishwasher is leaking water from the bottom of the door, first inspect the seal for food particles near the bottom and sides, and remove the buildup, as it can stop the door from closing properly and keeping a tight seal; if not, you may need to replace the bottom door gasket. Check the door gasket for tears, cuts, or wear. This part is sold individually and measures 22.5 inches by 1.25 inches. It is constructed of plastic, and comes in yellow/grey. Includes one lower door gasket."
https://www.partselect.com/PS11700870-GE-WD08X21894-Gasket.htm?SourceCode=18,Gasket WD08X21894,PS11700870,GE,In Stock,30.02,Leaking,Dishwasher.,Easy,30 - 60 mins,N/A,"AP5980286,  WD08X10090",https://www.youtube.com/watch?v=d6AvOkulk_g,"This part is a replacement gasket for your dishwasher. The gasket creates a seal at the bottom of the dishwasher tub, so water does not leak out while the dishwasher is running. If you notice water leaking out onto the floor, you should inspect the gasket for damages and replace as necessary. The gasket is gray in color and is approximately 22 inches long. It is made of plastic and is sold individually. This is a genuine OEM part sourced directly from the manufacturer."
https://www.partselect.com/PS17137080-GE-WD22X33498-MID-SPRAY-ARM.htm?SourceCode=18,MID SPRAY ARM WD22X33498,PS17137080,GE,In Stock,32.59,Not cleaning dishes properly | Noisy,Dishwasher.,Very Easy,Less than 15 mins,N/A,"WD22X10089,  WD22X26622,  WD22X27740",https://www.youtube.com/watch?v=d6AvOkulk_g,"This OEM mid spray or center wash arm assembly distributes water and detergent in your dishwasher during the wash cycle. It has small nozzles that spray water onto your dishes and is located between the lower and upper rack. A broken assembly will result in weak water flow and ineffective dishwashing. It may also display signs of damage such as cracks, breaks, or missing nozzles. Additionally, a malfunctioning assembly can cause imbalanced water flow, potentially leading to damage to other dishwasher components such as filters or pumps. Prompt replacement is necessary to ensure proper dishwashing performance and prevent further damage. To install this to your appliance, you will need to snap its mounting bracket onto the rack before attaching the arms onto it. This replacement part is sold individually."
https://www.partselect.com/PS12712289-Frigidaire-5304518968-Lower-Spray-Arm-Support.htm?SourceCode=18,Lower Spray Arm Support 5304518968,PS12712289,Frigidaire,In Stock,18.38,Not cleaning dishes properly | Leaking | Not draining | Noisy,Dishwasher.,Really Easy,15 - 30 mins,N/A,"154252101,  154292901,  154294101,  154294102,  5304506515",https://www.youtube.com/watch?v=-jek31AraoM,"This lower spray arm is a genuine OEM part for various makes and models of dishwasher and is sold as an individual part. This part attaches to the lower spray assembly of your dishwasher and the lower spray arm itself clips into this part to facilitate its spinning movement during the washing cycle. To replace it, remove the spray arm by pulling it out, remove the surrounding circular clip and then twist to remove this bit. Made completely of plastic, this part measures approximately 3-inches deep, 2-inches wide, and 3.125-inches tall."
https://www.partselect.com/PS12585623-Frigidaire-5304517203-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm 5304517203,PS12585623,Frigidaire,In Stock,39.86,Not cleaning dishes properly | Leaking | Noisy | Not draining,Dishwasher.,Really Easy,Less than 15 mins,N/A,"154250801,  154250901,  154281101,  154414101,  154414102,  154568001,  154568002,  5304506526",https://www.youtube.com/watch?v=HiQvsf7qtW4,"The Lower Spray Arm is used in your dishwasher to spray water and clean your dishes. If broken there will be visible damage or your dishes may no longer be cleaned properly. If your spray arm is broken (due to general wear or high heat), it should be replaced. Your lower spray arm will be located at the bottom of your dishwasher tub. Check your user manual and model number to ensure this model is right for you. This version is plastic and metal and comes in gray/blue. We recommend you wear work gloves to keep your hands safe when installing and disconnect power to the appliance. You will also want to make sure that you turn off the water supply to your dishwasher. From here, you will want to open the dishwasher, pull out the lower rack and set it aside. Remove the lower wash arm. On each side of the bottom of the spray arm, there are small locking tabs that can be pushed aside using a flathead screwdriver. Once released, the spray arm can easily be pulled off the dishwasher. Put the new lower wash arm in place and push it down to lock it in. Ensure it is spinning freely and does not hit the heating element. Return the lower dish rack into place and then close the dishwasher door."
https://www.partselect.com/PS12705424-Frigidaire-5304518927-Lower-Spray-Arm.htm?SourceCode=18,Lower Spray Arm 5304518927,PS12705424,Frigidaire,In Stock,42.63,Not cleaning dishes properly | Leaking | Noisy | Not drying dishes properly,Dishwasher.,Really Easy,Less than 15 mins,N/A,"AP6810011,  154335802,  154414201,  154496901,  154496902,  154550002,  154567701,  154567702,  5304507175",https://www.youtube.com/watch?v=d6AvOkulk_g,"This lower spray arm assembly is a device in your dishwasher that distributes water and detergent during the washing cycle. Its rotating motion sprays water in multiple directions, ensuring thorough cleaning. Typically, it is attached to a support or hub at the bottom of the dishwasher. When this part is broken, there are noticeable signs to be aware of. You might hear knocking or banging sounds coming from the dishwasher. The spray arm may be wobbly or unable to rotate. If a broken arm assembly is not replaced, your dishes may still have dirt on them even after a wash cycle. Additionally, leftover food residue can result in an unpleasant smell within the dishwasher. To remove the existing arm assembly, simply grasp the center of it and lift it up so that it unsnaps from your dishwasher. Please note that this OEM-sourced part is sold individually."
